datetime,open,high,low,close,volume
2025-02-25,120.07374273562152,123.34972792062355,120.07374273562152,120.82337115121642,1699
2025-02-26,117.70929688898924,119.85315242866471,116.60864974153294,117.3381663145313,3349
2025-02-27,118.30343608180351,119.8489037713895,116.27602349643762,118.44282429200459,4602
2025-02-28,119.15848277843072,121.00189183204304,117.19034392071119,119.75743332503005,2603
2025-03-01,121.05201856260508,121.88905068491432,118.57816987542124,121.0688294691222,2241
2025-03-02,117.29999519844243,118.34070381424495,116.9800267354368,118.17157732429216,2125
2025-03-03,118.92428225359097,121.35450657852734,116.75608404005023,118.76033944976217,3601
2025-03-04,116.44845453000754,119.34917074852757,116.29551483488987,116.91046772113734,3335
2025-03-05,117.30728741293734,119.71132223152136,115.83272602087993,116.71216921166297,2190
2025-03-06,120.32199515887858,123.69118175225316,118.01226378546808,120.70127124103144,3668
2025-03-07,121.66120894280624,123.41706376145052,121.66120894280624,121.75076864464263,2005
2025-03-08,117.87026118188848,121.1539823476138,117.87026118188848,118.84702010207228,1035
2025-03-09,120.08669645597016,123.77609987002833,120.08669645597016,120.94180268038104,1743
2025-03-10,119.37791017493471,122.14186523415358,119.37791017493471,119.59292306212134,2764
2025-03-11,117.46570416034334,118.24787079613868,116.9615201856397,117.50582649090909,1352
2025-03-12,119.63710755731643,120.7886988670081,117.68794177816875,119.43706646107782,4747
2025-03-13,121.28398023231895,122.08813332035484,120.43638142312285,121.70065507490035,2922
2025-03-14,118.8456103676199,121.31779967714299,115.77763146213589,118.45564659536682,1072
2025-03-15,122.2722791937666,123.37055830274083,119.09970371417288,121.55203439938819,3695
2025-03-16,113.63146925873149,113.75769569745518,112.04631522585116,113.07176728094478,2376
2025-03-17,118.91621110992264,121.8520755124435,118.91621110992264,119.83697345922593,2914
2025-03-18,118.20393444027971,120.09730526713774,117.10384332126225,118.24292054576405,2093
2025-03-19,116.55043091076065,118.41505870802283,115.56968572637989,117.34057055392431,3472
2025-03-20,117.47041749135649,118.32700023623032,117.18213653716279,117.98632745963143,4046
2025-03-21,114.6600432410835,115.7014376413276,111.8142713310018,113.6867180545492,1707
2025-03-22,116.36175617789645,118.63768819480481,115.84853013551971,117.07676509209342,2804
2025-03-23,118.07794570654715,120.39712457485136,116.4240278570885,118.08016939964445,3608
2025-03-24,120.40384627096753,121.72802530566727,118.85915521492534,120.16753480233129,3875
2025-03-25,116.42229520965304,118.57390976952045,115.13396798993908,116.01736526856483,4713
2025-03-26,115.3951252052467,116.93154835459633,112.43046791738641,115.27582783827287,1955
2025-03-27,114.7449000206788,117.40817224044659,113.43454094336116,115.72535832584043,3564
2025-03-28,118.0462057459215,121.02324393740855,117.97294360213415,118.39328312943351,3475
2025-03-29,117.08696399604356,118.26198930791132,114.44613678158039,117.05154070927414,4610
2025-03-30,114.34017023368884,115.5664829207511,113.70214364065063,115.16443723539918,1159
2025-03-31,116.78043347870434,117.165527645226,114.39552293560371,117.07917961628598,3196
2025-04-01,115.1410709929584,118.34007654239652,113.67509900753372,116.07466477537567,3823
2025-04-02,116.80241024332479,119.50618190307513,116.36961273560705,117.64525324901474,4301
2025-04-03,113.92515722386685,116.24354997576133,113.92515722386685,114.13131067146365,2735
2025-04-04,113.97338900072926,115.34684997716987,113.90192541448829,114.70795749264313,2585
2025-04-05,114.54283428322348,114.81686701346068,112.78284994271777,114.40775258670037,1066
2025-04-06,112.47378808795348,112.47378808795348,110.1944234902005,112.09485814967894,4061
2025-04-07,116.04686159421588,116.4974508724175,114.6720251396981,115.44568819599772,4883
2025-04-08,114.60946515573784,116.97891772781212,114.60946515573784,115.20916466724822,3428
2025-04-09,113.86830356964177,115.71007054042283,112.02854769472573,114.53333840512363,1057
2025-04-10,113.1019822447043,115.2052713301067,110.93964002192484,113.89284656403551,4330
2025-04-11,111.64629883803613,114.08591442243011,109.7963677920408,111.37343833894886,1341
2025-04-12,113.62164308672007,114.25345803481618,112.69365377620136,113.20869163374627,4909
2025-04-13,112.27756092472723,114.75635710255538,112.27756092472723,113.21438863507595,2153
2025-04-14,113.02194060619111,114.50047515192716,112.09434408406132,112.14951611370373,3774
2025-04-15,112.39449177330846,114.48017755296932,110.54765278632401,113.29054920600551,2195
2025-04-16,114.3680356652731,116.15170309535458,113.93218974600053,114.28544299467096,3817
2025-04-17,117.53759296793312,119.70656305527153,115.38992250248853,117.11947192903129,3661
2025-04-18,114.3138519585783,116.42047558205905,112.7497480490245,113.57191371108613,2232
2025-04-19,114.04794369248404,114.0609902710063,111.95723582067181,113.61976982821919,4874
2025-04-20,113.44774378274501,115.6240504920899,110.89002645154983,112.84428761660543,3401
2025-04-21,108.72998581679875,110.52743431095175,106.56186002059152,109.05108543171313,2494
2025-04-22,113.36796707052412,113.51305000792796,112.11905302774927,112.73831684303109,2821
2025-04-23,111.98234139848833,114.19951897443377,111.98234139848833,112.82211170571898,1115
2025-04-24,118.3359780728702,120.48644248660558,117.13568787054272,117.54634476074915,4335
2025-04-25,112.25673834661708,113.63940787628822,109.46149766876529,112.16155359430961,1661
2025-04-26,113.71887987589314,114.07053916683067,110.4626141032806,113.08428433596815,4883
2025-04-27,112.26009922029108,114.25566521420467,110.56322334474356,112.35546265125448,2465
2025-04-28,110.32743726355093,110.76071872949245,108.23873129185692,110.04028187315788,4619
2025-04-29,114.67815789055716,114.85294255301092,112.63024254504616,114.62535256868493,3500
2025-04-30,114.27838918495783,114.27838918495783,113.28909630557682,113.81521014144717,2868
2025-05-01,113.03811272489581,114.25899027770795,111.13161692305975,113.87485276083463,4548
2025-05-02,109.58619839119977,110.92120230375552,109.20918264854242,110.46549422321864,3334
2025-05-03,114.58579582580768,115.50807087573561,113.94217377303889,115.09158935778738,4374
2025-05-04,108.81357455566224,111.41710942984551,107.93773207958736,109.49448519543587,2016
2025-05-05,114.23830139445994,114.23830139445994,113.35383636095037,113.49473426127554,1310
2025-05-06,116.17401671852697,117.77259059378247,116.17401671852697,116.73558874381088,1207
2025-05-07,111.36998303629821,113.10861775437799,108.20415167538084,110.41825252465995,3665
2025-05-08,110.99631174725056,112.74440508449696,110.99631174725056,111.32252016370835,3493
2025-05-09,112.08572661972495,114.72416400391063,110.91203445994839,112.72149078834755,3717
2025-05-10,112.17311396379527,112.17311396379527,110.85766962046634,111.59371694951031,1632
2025-05-11,109.90675709269263,110.16620859811688,108.42145469956495,109.58934154169087,3102
2025-05-12,112.92580433259188,113.05201874848504,112.0633316893735,112.9294128996856,3959
2025-05-13,110.8917281787099,111.28780626605113,109.7139829274398,110.78100107683464,4083
2025-05-14,114.41629214537514,114.81365960592649,111.82075087327787,113.97788858883061,1656
2025-05-15,110.78569026428198,111.85981223444962,110.43741563474985,111.32878078161939,2423
2025-05-16,117.40896424581773,117.40896424581773,114.71708249281356,116.41629641370425,2931
2025-05-17,112.86020691065282,112.86020691065282,110.48246937976197,111.91062058635926,4719
2025-05-18,113.3062704922807,114.387955423685,111.01460562349888,113.00561911958683,4027
2025-05-19,114.86039188316623,116.08030813652532,112.65081776333366,115.46130698130794,3562
2025-05-20,111.92943200691401,112.66178510519566,109.37125923042068,111.56897552205143,2679
2025-05-21,113.83832528149217,116.2041802760984,113.83832528149217,114.69392846353382,4613
2025-05-22,116.13473384596158,119.14461332743807,116.13473384596158,117.07342884154997,1236
2025-05-23,110.99145104860469,111.59402169110557,110.68929313868279,111.47608527158226,4350
2025-05-24,115.22917678693052,117.70216207017901,113.51869708135112,115.30393087345189,1347
2025-05-25,116.44620357155338,117.59335972920935,115.55538112028388,115.70965856073663,3674
2025-05-26,117.47462661768954,117.47462661768954,115.53118973655322,117.02028847815693,4175
2025-05-27,113.74631188192066,115.88163471184104,111.47037029277004,113.2608988395207,1629
2025-05-28,113.23431321794487,116.14594375064416,112.38059487659784,113.38332654904872,2540
2025-05-29,117.0605751707475,117.55193906521816,115.0559685744161,117.36870518565357,3003
2025-05-30,116.97244147027239,118.0609968887448,116.91056918490186,117.23036394430318,4943
2025-05-31,118.43507663527906,119.87838134718614,117.23436416259952,117.45977750780695,2271
2025-06-01,117.0649499857618,120.2295106740878,115.80016533432602,117.98473160293683,1363
2025-06-02,117.00934709185668,117.00934709185668,114.78881015099319,116.27528409961178,3368
2025-06-03,118.61094145010892,119.08163860297427,116.38838344368092,118.45359063296414,4704
2025-06-04,118.81624419487667,120.05042966487164,117.63453134068627,118.9390133564975,1285
2025-06-05,117.74827372019189,118.75132735493467,116.55855229964429,117.29775839936161,1148
2025-06-06,122.81450911122828,124.69593554296975,120.38386427535627,122.84117122837887,2107
2025-06-07,121.19661272827724,121.55650717082324,118.05151861520697,120.44976625211392,3453
2025-06-08,118.32243056647646,118.90863098685338,115.43693742589065,117.52102683845393,4025
2025-06-09,121.47049873837767,123.86946969903204,120.81062147294087,121.62705688463076,1455
2025-06-10,118.33705689521824,118.89345090941993,117.01270930014088,118.78340130074814,2766
2025-06-11,122.91865521786568,123.49126539371102,121.65103286985887,122.73395456067895,1799
2025-06-12,124.73662647246778,126.05194853888806,123.6371535612545,123.9118997812344,2184
2025-06-13,119.81718159484214,123.0814777298924,117.64391649044407,120.3958572168308,2012
2025-06-14,124.65968882690935,125.94878798612937,124.0032997670255,124.41375565978238,3831
2025-06-15,124.0324052559206,125.3656252715315,120.91857275427314,123.76928481573555,3507
2025-06-16,125.51738832726386,125.51738832726386,123.71314496355943,125.0511622824333,4621
2025-06-17,126.93333530112746,129.0124370313433,126.93333530112746,127.67019993087294,2523
2025-06-18,124.29295877928809,125.45916064928898,122.23560600778883,123.8613088499239,3785
2025-06-19,124.14368710477451,124.14368710477451,120.70678455581401,123.32562206344323,3556
2025-06-20,122.89961173539004,124.3479752104977,121.34357085842088,123.54024551764955,4725
2025-06-21,123.65371743473295,125.31048327419907,121.75894734130085,124.1786307848852,4875
2025-06-22,127.09423269715158,127.09423269715158,124.17509240893615,126.1514425090683,1480
2025-06-23,126.84933128865444,128.453614879985,125.41054768968189,127.48737738323545,2686
2025-06-24,128.5702961886704,128.5702961886704,125.3139390472353,127.86152600193125,3161
2025-06-25,129.45338723722517,130.45132358086283,128.71982749775154,129.4688315243291,3796
2025-06-26,127.84410355180191,128.70892779845332,126.88136651206614,128.34964140299556,2601
2025-06-27,132.48382905701249,134.41391109668714,131.07870092900865,131.74232925446745,3408
2025-06-28,128.7102283096898,130.6003951603466,125.85661377569453,128.81961779968447,1340
2025-06-29,135.33421531615343,137.34188756572752,132.4724025892342,135.30458060829406,3817
2025-06-30,131.35058656425127,133.99963354127377,131.35058656425127,131.63211982545175,3010
2025-07-01,129.36973675527165,130.67916164918898,127.06710953485474,129.1838350524018,3808
2025-07-02,128.60118928494575,129.53490240403798,126.49839658752872,129.2741415397757,4016
2025-07-03,132.68081081035135,134.5099673625035,132.35692170166584,132.89864773704784,3496
2025-07-04,132.942967015893,133.76466572528506,130.30030667956453,132.00414237122243,2866
2025-07-05,133.91187865026748,136.6319302074182,131.6491468921011,134.39561178486522,1834
2025-07-06,134.7428701838652,135.72437549347163,134.3275589190252,134.4293968547826,2203
2025-07-07,133.5013142747787,134.233675054716,131.7586733445888,133.8509341463293,2725
2025-07-08,133.36157426779252,133.66595573381548,131.92258099430165,132.8146280164193,4478
2025-07-09,131.24944091760378,133.07694048536297,129.2145050100375,131.98769359616708,2689
2025-07-10,135.5703208545477,136.56843048838542,131.7175040288945,134.6306787643906,4267
2025-07-11,137.64715630960794,139.45191214084738,134.90677775950036,137.73957722684065,4537
2025-07-12,136.42649555885268,138.0226848098533,135.53175198218736,136.95439463215976,1310
2025-07-13,133.67711765421586,137.4896699059348,131.9439962065879,134.53012415955584,1261
2025-07-14,137.1984563567727,139.6762650046683,135.3252923509924,137.85894054659764,2442
2025-07-15,138.80894133620737,139.4810738143033,137.81209201936556,138.76939343909532,1405
2025-07-16,136.3860594703265,137.01740053532515,134.2253066950119,136.71205311746394,3190
2025-07-17,139.9204560498871,139.9204560498871,139.15166641397542,139.2626893181219,1341
2025-07-18,139.40300359356718,140.27910173139708,137.7524189107974,139.54122854624356,2339
2025-07-19,137.0996180594473,138.0842336340507,136.91216300240893,137.60218951427203,4172
2025-07-20,141.29471436440676,141.62012546335262,140.69872373386687,141.0604243911987,1243
2025-07-21,142.329754704769,142.77148577707965,141.68534066611048,141.9162002709981,1489
2025-07-22,142.73733075072872,143.9233677208111,141.3143806072924,143.4032469349268,1011
2025-07-23,143.11491025524822,146.46996809655087,142.76004693136738,143.7796718226716,4310
2025-07-24,138.41709254854598,139.58445093166384,137.16944938009263,139.3437496946789,1560
2025-07-25,141.11505735473378,142.21578749331326,140.44618430220567,140.6422533246025,1041
2025-07-26,144.28589882859757,145.18948025432294,143.01241875986213,143.95828977335395,3725
2025-07-27,144.30658631482956,147.30446041405577,142.73885068620393,144.35732456332994,1593
2025-07-28,145.440667136257,145.440667136257,142.3801567438017,144.7523262383186,2452
2025-07-29,152.42219512359105,153.00442161482817,150.85459730889474,151.81085481769094,2826
2025-07-30,145.79147441207553,148.52917698310813,143.743091553971,145.62076568328203,4229
2025-07-31,147.85044367454145,149.71042249119688,144.45596786880637,147.11390111351494,4287
2025-08-01,146.51620547608704,149.55573926886134,145.25693349146658,147.1045230560135,2693
2025-08-02,146.06663962926,147.6165088715994,146.06663962926,146.84280039046456,4533
2025-08-03,144.78202199843395,145.75518553757018,144.78202199843395,145.24252277539998,1133
2025-08-04,146.8275706271242,149.71932657471888,145.1031002932428,147.71339691494558,4138
2025-08-05,145.023719644303,147.7495085556837,144.89757235574976,144.96138058830093,4919
2025-08-06,147.20718746768853,148.0042647621404,143.709871065046,146.3339760830986,4078
2025-08-07,145.2050127961978,147.84116378327047,144.53951431277915,146.12632571486077,1947
2025-08-08,146.78317844398626,148.37889589694706,144.7217555204275,147.5389586159662,4597
2025-08-09,152.17567528946995,154.5797560324789,149.87492752558208,152.2712772329031,1072
2025-08-10,145.0304095652809,145.0304095652809,141.16885719862506,144.16265953022508,1398
2025-08-11,149.14563392179366,150.4843594210529,148.46118626548503,149.51332171184015,2428
2025-08-12,145.16174761380825,146.42358731228072,142.84571312963809,145.14727799643146,4746
2025-08-13,146.73212646399222,149.1718118819448,146.44318800506372,147.64898074589144,3625
2025-08-14,150.2757365127354,151.70627930805645,149.5394232498995,150.97905011081122,3906
2025-08-15,150.09940080933586,150.09940080933586,147.24362417376307,149.12614056341818,1129
2025-08-16,147.95685875681113,148.85848149126392,144.40559002138002,147.02662136393903,3978
2025-08-17,146.93399844411303,148.79001014196498,144.97186807464632,147.9241184822442,4537
2025-08-18,151.77824453684252,152.61833563026386,148.56980072440248,150.87462096599603,4277
2025-08-19,148.48173043390557,148.6665787040972,146.9501902117726,148.20349055827458,2811
2025-08-20,150.9699031124396,151.677486828964,148.96999551656833,150.23406652339955,3001
2025-08-21,149.92686795858435,151.6151565449714,147.80464134254996,150.01738824731663,4839
2025-08-22,148.76755748366918,148.89183603697796,148.02003398920576,148.73636542651067,1265
2025-08-23,154.4067660071372,155.43888568120514,154.0976505072292,154.42907284662337,2560
2025-08-24,151.83275137378138,151.90226688950608,150.43515638576682,151.49902285868916,2985
2025-08-25,145.538682349821,146.44950475172666,145.39766286534612,146.25937984030836,1792
2025-08-26,149.8095932581662,153.71952677559065,149.8095932581662,150.74964607842082,3300
2025-08-27,148.72481485052015,150.07601650226192,148.40813171418802,149.10895496733775,3869
2025-08-28,152.59140377467065,154.61166558676126,152.05576268028827,152.18204224919737,2312
2025-08-29,148.32949842550136,149.68971348554675,148.32949842550136,148.92579152125546,1163
2025-08-30,150.65105773449147,152.34870103451343,147.34102569863353,150.30419286784164,1094
2025-08-31,152.49565098605612,153.83651047351066,150.272507492634,151.55582689384158,2805
2025-09-01,151.46689575890682,154.0660105491515,151.12611438584895,152.27909432732798,3880
2025-09-02,148.48367562738602,149.55319995658624,146.09952954285654,148.13847139093576,2133
2025-09-03,149.7390069626495,151.08702926648218,149.19674486044516,149.85150652404036,3383
2025-09-04,150.27854001857406,150.58886030944805,146.6923719579684,149.54225550981906,1821
2025-09-05,148.50185623714628,151.936144090995,146.78852161500487,149.14755665825152,1237
2025-09-06,154.3231272661454,156.42973358505625,153.6696423547563,153.93787536169307,3428
2025-09-07,151.83685742171306,154.05570757441637,149.90788451506205,151.16062684241683,4507
2025-09-08,148.65303807820194,148.65303807820194,145.12645471656742,147.7638096392539,3946
2025-09-09,152.41421248670613,154.2403188557378,149.21352036325263,152.04771643012685,3530
2025-09-10,154.36886370800102,157.1895355504473,152.97230964623458,154.37451417998417,2960
2025-09-11,152.34113347937108,152.64913819746562,150.26520483133652,152.10543899896865,3949
2025-09-12,147.64229524653405,147.64229524653405,146.4033834393004,146.9044852775766,2048
2025-09-13,149.01142497120324,151.09356742579578,145.89669959951468,148.8702054779256,2676
2025-09-14,151.3217804427891,153.98442566293517,151.3217804427891,152.26100632339543,4188
2025-09-15,149.05565344614985,150.7192423854107,145.3655607327305,148.19375605513588,3529
2025-09-16,150.7514453035412,150.79170893135694,148.42345185450097,150.37239180147807,4463
2025-09-17,151.25680666916713,153.28958183319233,149.08056951297607,150.90377989761265,3964
2025-09-18,146.7962218040976,147.9697534594454,145.82680596625264,147.36487149930215,4041
2025-09-19,149.27650264799067,149.44969953612247,148.26672227237208,148.95873170752535,1963
2025-09-20,142.23722953483653,142.9422981173212,141.9199166275117,142.44950072352822,1536
2025-09-21,147.0355614639333,149.1768196705445,146.0716368826398,146.73309550985033,4150
2025-09-22,147.33572300657582,150.11812860804844,147.33572300657582,148.12253694595984,2603
2025-09-23,146.28995648628643,147.54346215138773,143.6355124563801,145.97426587708037,4244
2025-09-24,152.57239163936177,152.65005564019094,150.52318841032024,151.57356418782044,2979
2025-09-25,144.38094027070727,147.91611781542548,144.38094027070727,145.28451619298616,4083
2025-09-26,148.05266482497592,148.2756517788012,144.19100856611087,147.0983164565333,4871
2025-09-27,147.88526210187064,150.52124449883962,145.4200885255346,148.07144618042489,1127
2025-09-28,151.26393765763794,151.83983548267406,147.7391739073778,150.52243075696342,4679
2025-09-29,145.1616179517149,145.72768027187308,141.61212351565905,144.59684698359837,1091
2025-09-30,149.75679623886074,151.01080307389623,149.10107796922895,149.62276371688742,4724
2025-10-01,147.62125434438875,148.0484895483785,145.95562986917813,147.1443559258861,1542
2025-10-02,145.74535721562307,147.23115423354915,142.7136106659081,144.9883260930204,1845
2025-10-03,147.5116959135652,149.2115764405406,145.61535341610178,147.70341527026315,4603
2025-10-04,146.66008114313604,147.70265290545,146.54432710099002,147.00601482000957,2681
2025-10-05,145.57256759865066,147.9361045473472,142.78988145255167,145.2373808275235,4036
2025-10-06,147.02467023162902,147.56065201186615,145.73565663223653,146.4089783477465,2851
2025-10-07,145.8569237346161,146.9630120484048,144.660900620595,145.33235346506285,3494
2025-10-08,146.76170001595642,148.8854890511328,144.5551494495589,146.16607271823915,1389
2025-10-09,146.9733753453517,148.97492270346783,145.32338891120074,147.10220871572585,3719
2025-10-10,149.42780842358835,149.42780842358835,147.0518813677249,148.79213999123832,2884
2025-10-11,142.23069592826246,145.80977418836167,142.23069592826246,142.99027781752125,1042
2025-10-12,149.67078914926162,151.46493511255417,146.9494283654488,149.58181095333993,1253
2025-10-13,140.27733890999613,142.27053843297116,140.27733890999613,141.2658215889999,4201
2025-10-14,144.37464863496484,145.14329319315445,144.33693221131588,144.7254769751643,2083
2025-10-15,145.80282529965177,148.45197779771988,143.40365799030207,146.069902229909,3710
2025-10-16,145.11735578119672,147.18522866576376,142.45805590328897,145.32501039797822,3514
2025-10-17,143.7842199950589,144.99366885760816,140.80690272988284,143.39328558167918,3334
2025-10-18,143.88146728449775,146.78602883110992,141.6758028577824,144.10435108195705,4058
2025-10-19,143.32049135996309,145.7888957483916,141.45737817280096,143.42310411471803,2540
2025-10-20,142.6009131460694,143.580849523519,141.4732527724933,143.12582488432074,4538
2025-10-21,145.6529789071282,146.84164152725614,145.64551504413527,145.9064753238695,2953
2025-10-22,144.28614804819128,145.57707621310837,143.60624915445288,144.83160879366497,3825
2025-10-23,141.79635972869207,144.8818067588732,141.53190233011824,142.6499678811552,3392
2025-10-24,145.96829899739905,145.96829899739905,144.98214045935532,145.7614018106363,1641
2025-10-25,144.84814082606212,146.22138428356604,142.34145488788633,144.51171522895208,3429
2025-10-26,145.70551765626007,147.75391302146292,143.97890975900452,145.46653696424085,4850
2025-10-27,144.97981025574325,147.68311907842735,144.80968352041918,145.05282216814211,1689
2025-10-28,141.85721501406715,143.1238886998564,141.43709384785924,142.09764345370868,2276
2025-10-29,143.3335758307213,145.07068044559367,140.55713224059883,142.60690853157763,2950
2025-10-30,145.24146618316544,145.5351978237586,144.9749100344221,145.203302612893,2079
2025-10-31,144.87929995483242,147.46029307477653,142.36731545742666,144.92093619957296,2486
2025-11-01,142.7114082154977,144.04259007088078,142.1746845028429,143.66012408388482,1456
2025-11-02,143.63126427878825,145.14063049521704,142.50700889155598,143.94876862353593,1982
2025-11-03,146.0526676387215,148.68416249848843,144.51505304717122,146.29227640114976,3130
2025-11-04,142.385106812211,143.0372135324635,140.11341835264176,142.5874612504172,4976
2025-11-05,145.069791211614,145.59720065885725,143.86601884945276,144.90944647315933,2122
2025-11-06,143.5338619473978,145.63341455912325,141.43260839626686,143.46665685394404,1148
2025-11-07,143.71856237320267,145.662861797254,141.8055562956284,143.50275218761578,2352
2025-11-08,146.7439150206993,148.13759139627092,145.41306368710678,146.21414849761504,2179
2025-11-09,146.38339911512932,147.83927297109844,143.12153767863165,145.75742763769713,1189
2025-11-10,146.2714789104257,147.46340608801552,143.44295469315196,145.83523275797273,4565
2025-11-11,147.84354004640332,147.84354004640332,144.95713715051818,146.93249265449344,1882
2025-11-12,143.52510311207644,145.52572592723547,141.93689275944098,144.4886379467237,3310
2025-11-13,145.33901769994196,146.49225487897914,143.34557912569545,145.94746172857486,4151
2025-11-14,143.12694637633652,146.8371723103811,141.98673169623513,144.11182062638022,1399
2025-11-15,145.83633584021575,147.29156179620492,143.03034642681556,145.54138641190656,3811
2025-11-16,145.60144367706073,146.00793682945167,142.7129681941529,144.80538257916075,1608
2025-11-17,144.93115560560454,146.83020842338433,143.40376869717105,145.44419101245194,4331
2025-11-18,147.49101383128374,149.4787947605266,144.78111060704558,146.63694474169114,2795
2025-11-19,143.13902854433567,144.47854797310478,141.7603438450836,144.01849376375654,2638
2025-11-20,150.92871647386497,151.81853391630432,149.5840291043747,150.05984442025394,2575
2025-11-21,143.79818888808254,145.61260955025665,141.45233123600647,144.09494351360325,3832
2025-11-22,143.12505412360818,145.7565751730137,141.30668188347403,143.92221246670974,3148
2025-11-23,148.8937847735105,148.97637180660038,148.83429940603418,148.92204125513786,2382
2025-11-24,147.96944779386712,151.07226638525856,145.97844440673182,148.4558946584261,2403
2025-11-25,147.96871223520296,151.19532127872995,147.96871223520296,148.39896643127912,1819
2025-11-26,148.3114372594963,150.39225688041137,147.6915007668663,148.69685732964373,4292
2025-11-27,148.32230684028923,149.80620751625457,145.48573027574906,147.7162550446239,1819
2025-11-28,146.33613494411358,149.02531053429496,145.77553270261814,146.25781239076306,1419
2025-11-29,148.14894285771257,150.64804336234076,146.07242638704338,148.52632745940056,1123
